credit_utilization,income,debt_to_income,months_on_book,num_delinquencies_24m,credit_score_proxy,loan_to_value,num_inquiries_6m,payment_history_score,revolving_balance,employment_stability,feat_misc_1,default,region,origination_date,record_id
1.5851186880494843,-0.24192657218734714,1.9345410235974425,-4.544698160167444,-3.9938834595304527,1.4033356561307184,1.9761694378938541,1.1535383715066805,1.9065900652096164,1.7587039804163882,0.7052626280166977,-0.287067051142622,0,A,2024-01-01,L102017
-2.813557173456614,0.6823627997613896,0.2030796752709454,1.6528973155414945,0.18532900268023852,-0.01373432649173778,3.88400520345921,1.1448682673150683,0.6505968965501205,-2.218873016788983,0.6402925879315079,-0.24007383768773205,0,B,2024-01-01,L103474
1.40932370245386,0.4969289608709583,0.04229467172076218,-3.3101885430314453,0.18352350604823225,0.9948164949176317,-1.0235629948073912,-1.5220068813483902,-0.37641586148534256,0.4520469054150853,1.6989974438822744,-0.9599481375534706,1,A,2024-01-01,L102061
2.730214689176457,-1.6359444996386578,-0.7512883329068656,-0.5889825924199994,0.7297243226750161,-0.1968773211017789,-2.078565433149008,-1.970359595874324,-0.8099050822592684,-0.9686286641895484,0.0068262806169654645,-0.06184495304355231,0,A,2024-01-01,L100239
2.171679305941019,0.38814565370014886,-0.373560175237867,-4.023727283685525,-3.197340768667757,4.182154706439217,0.09625390705028224,-1.630844812186462,1.6357225413444345,2.5354940257937586,0.3794089774220093,1.1806835525472636,0,A,2024-01-01,L104069
-2.420518608490416,4.765255907587466,-0.9278521465305669,-0.6180181706146051,4.462071638383872,1.7986691082707358,0.8148189964610011,0.8018466917126348,-0.3272675489797774,-2.943251157366727,0.1085970358997134,-2.9898667587007384,0,D,2024-01-02,L104029
1.7432633570609788,4.426638787910637,-0.25381650328813943,1.4955335860811596,2.186616322200091,1.519458198592527,-0.20750589034181996,0.5510427522306337,3.3376494920147164,-3.0642753790757418,0.22885060688418454,-1.1542597915556265,0,C,2024-01-02,L105917
1.268216442787114,0.4469037707381869,1.4126757453126617,-0.9098992809127018,-1.5093588610300437,0.6499019744808057,1.421079859820993,-0.6197501463508108,1.5368677631759853,-0.7691513359840967,0.3071452738497501,-0.9369597299982574,0,A,2024-01-02,L100805
-0.6053263427998861,1.0078715642176144,2.368590403919238,-0.6189014754252358,-1.5463731378672692,2.0237069758444743,6.064183608004721,1.2700315425418305,1.0014769823992857,-4.010846841382047,-1.0952932664010424,-1.932228682426284,0,C,2024-01-02,L100214
3.019248064745412,-0.44554267061608677,3.2704924483833464,-1.4911087657505298,-7.289274156722189,2.5136313434139206,1.9676166901464094,-0.026261473335325337,3.9897682192454216,3.3957609621947618,-2.0280270579042994,0.9860038469832326,0,B,2024-01-02,L103271
1.782731940137292,0.9474387918362478,0.5817027847449268,-1.4383620295463624,-0.6352683268843415,0.19595835724022104,0.47424241953651064,0.27718441115172654,2.3479404030818927,-0.8723810777137523,1.0704889990972741,-0.7479343499718405,0,C,2024-01-02,L105167
-1.2123285935948134,1.9854608180694044,0.23710856620832144,-0.2231493659654089,2.021000755564036,0.4284232107035866,1.5212279149098549,1.332805071848284,-0.9097290098809458,-2.125171741765622,0.20088760369276676,-0.6801193512896822,0,A,2024-01-02,L104597
0.49979930024195796,1.7787968327986092,3.4739464796943667,-0.8313542918526733,-3.73286035526048,1.3137975308216454,4.743415099701601,1.2626840567856412,3.5979929228403624,-1.100635982864613,-0.5874187754693718,-1.4880499139758525,0,C,2024-01-03,L101173
0.796654936876497,2.679200161879498,0.5406613283703482,1.8251762962324545,0.9832407528913507,0.3470413743526789,2.437226729252643,-0.24612250486266463,3.526983056858409,-4.299414622894732,-1.5974035545272758,-1.5497853867505675,0,D,2024-01-03,L105496
-0.45198290215712666,-1.8202515658216187,-0.8322923547823773,3.9885631715603793,-2.264823367890684,-2.126850883384548,1.5834456156010908,-0.45485921558860926,3.1887521857194607,0.519053238290434,-1.3044140453671433,4.266653057991503,0,C,2024-01-03,L101958
1.7136823807371329,-4.658745655838331,2.326095742860683,-2.819530110038427,-7.69416754566233,2.8704305968054493,4.441666346213934,-0.022311105219328456,0.5107148181970708,1.840792684224093,0.16346195610624145,1.3160241692544692,0,C,2024-01-03,L100317
-1.0979004652006188,2.543702198097174,-2.9846139731401213,-0.4046379411693213,5.109463616613509,-1.1921879230878776,-1.8782160001000918,0.4145673251150915,0.588941709230647,-2.049706752461076,-0.48098889269796913,-0.7844462320332508,0,B,2024-01-03,L105429
-3.9412573135280287,3.6837192775505585,1.7686667097102897,0.42385560628808006,0.8224268772186616,1.801935928428481,5.894797111452918,-0.1730983029301674,0.2839492273952401,-3.402452028874161,0.42833318416775645,-2.349771889681033,0,B,2024-01-03,L104986
-0.2975500680796571,1.0050551633031255,-0.058878243965691635,2.4218008482392364,-1.4688950041019728,-0.9129870148671844,1.260786111761138,-0.2681095008675963,2.2038991883221515,1.4436793579071359,0.9378806817438813,5.4770862914278045,0,A,2024-01-03,L102008
-1.1462031097829095,5.28020862413687,-0.9365750819076467,-0.21572122664195725,2.7087441911093557,2.9601211630319564,0.06077244218157849,-0.07041602891946769,0.003650773271972829,-0.29154049213814304,-0.7165434767127993,1.3904740694749265,1,A,2024-01-03,L102931
1.4082731113386773,3.8272573454973706,1.2049914304211806,-0.34355411841930694,3.557332307452502,-0.2404789908426661,-2.009660360029293,-0.36107041040242477,-0.577511564960026,-2.086497525420249,0.47224866681888145,-2.721442823332907,0,D,2024-01-03,L103492
2.339303558045934,0.5894881586954976,0.9546922620318656,-2.436196883555006,-1.357127760847684,1.5410526219578888,-2.5058566402229694,2.7285869187800893,-0.31094684554330043,2.7459059788692235,1.4192054179356008,-0.29355530438119903,0,A,2024-01-03,L103690
-4.162507206004994,3.6847946995227097,-1.7693716124794423,-0.6262107087447883,5.082123567855743,-0.09292335191910794,2.2637685427033456,-0.3147707712258508,0.3090425258688868,-4.128153819789182,-0.26038022299925156,-3.518917405672646,1,A,2024-01-03,L103531
-1.706167393844985,0.29481002783193233,-3.732392936608836,0.01568960430404176,4.923296638738841,-3.399824331419268,-1.290948257327197,0.4163338537932908,1.3707590891122454,-2.759535205919554,0.6401703640832948,-1.0505027910185034,0,A,2024-01-03,L101245
-2.339611013850513,1.0585178085220948,-1.911959145526429,3.2946344283301454,0.87369143825104,-2.6388416811080173,0.43726516593375175,1.3958008594157518,3.6758643539613063,0.17563877527139993,0.42900736060237793,2.1322933002523676,0,B,2024-01-03,L104790
1.2361695746043382,1.4073594424139133,2.0661728795216154,0.9616987645678758,-0.25505637123751296,-0.49385215775185975,0.6084479300864775,1.4278445217836822,1.4304073020774513,-1.519906192365174,-0.7405124660566068,-1.7797605587451546,0,B,2024-01-04,L103857
0.8715995357332322,0.6458046046655688,-0.43463516518578105,3.049815418774683,0.1065079753229138,-0.7456439817477658,-1.3458003632919309,0.4836159033856054,1.7885475828677428,0.28324209088684116,1.2644154864792296,1.5808599259066385,0,D,2024-01-04,L101977
-0.24120491948412426,2.963997336942577,-0.14191641986434367,0.7736084318979988,2.795512558705302,0.4059514451312698,-0.5211053357330987,-0.004031393925516118,0.3842696621567707,-2.0601216989252134,1.1040416948922624,-1.9448659759188618,0,C,2024-01-04,L103496
1.0143566010116234,1.1248466313755219,-2.5669674177137063,3.3927640030992556,0.06237759305447373,0.1583645586114213,-2.6180110835503787,0.7623885106675673,2.7985990816997326,2.146953291442323,-0.9492410329664175,5.006579391073139,0,C,2024-01-04,L100255
-0.38836664868256554,3.137374043835872,-2.120146082345309,-1.4417439806312413,4.743295399643257,-0.47581077100619484,-1.5323813358167597,-0.4067374378264035,-0.17272114985875198,-1.8485178739317893,-1.101326473259629,-0.02510073363256482,0,B,2024-01-04,L100968
2.8299338576948796,0.19110887320004943,-2.627138987521951,-2.343760933787168,6.253104725207464,-1.2091757645310597,-5.436799670653812,0.10161137359563313,-3.2000067375510985,-2.6887356522319035,-0.012708961698566473,-1.79943455624631,1,A,2024-01-04,L105265
-2.371277159021812,2.201809977480745,-0.7124038145912233,0.2635262951124442,2.443695264321436,-1.6239921261527717,-0.12000454649482216,-0.2680389743233738,-0.8299303118364887,0.6317400549806282,-0.5819080173830726,2.271187385063308,1,B,2024-01-05,L104999
-1.4710452704139483,0.8364126304747721,3.5381926140293425,-2.9711380938205814,-4.473610385034985,2.2311049076138327,7.570535117313426,1.8046683493339055,2.289104188204125,-1.4497258418606713,1.1798404076910491,-1.895755203866427,0,A,2024-01-05,L105902
0.2906382827397451,0.8787606596159347,-2.075249237338138,2.5268879034899587,1.5051287976293934,-1.4125947061292954,-2.1266230078432784,0.757487211258075,2.2151372263799023,0.29815945852204395,1.5362660312632632,2.097427451755101,0,A,2024-01-05,L102405
1.7761799209009514,0.8946911271271637,0.8512274312556098,-1.1379939571351467,-3.5492492262322513,3.0506276831762227,2.798586150753357,0.2154043904108951,3.750661815318252,-0.22236563899163908,0.574803010618676,0.4853284865062326,0,A,2024-01-05,L100083
-1.5554755121484,-0.7527902580921275,0.1901274743905439,3.6492890386796057,-1.9898981236573519,-0.7542074952333153,2.9139669514539865,0.5705886175116226,2.015823992365755,-0.2723784584147585,-0.11999412942126991,2.428871869995386,0,D,2024-01-05,L102351
-0.5795489344459445,1.723545601369905,0.33318303943760585,0.7521392390651424,1.2557337824994481,-1.1351549683834434,0.8837886504346281,0.6821402331874203,0.6911037846938892,-1.2032039171663103,-0.4052627782931589,0.669758374862393,0,C,2024-01-05,L105626
0.9617284788239842,0.3648386024551816,-0.3566343112322463,-3.292614853533176,1.3475066150641766,0.08200458856427706,-1.8740737267996632,-1.3284819823768483,-1.1802790182088239,0.40227827917109016,-0.4724781115257092,-1.28799277952997,0,A,2024-01-05,L100322
